交易号                  ,商户订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"20170912200040011100960000900732	","20170912497517432160379719851223	",2017/9/12 20:48,2017/9/12 20:48,2017/9/12 20:48,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,15.5,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2017091221001004330208933626	","41505189833120554   	",2017/9/12 12:17,2017/9/12 12:17,2017/12/14 12:30,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,8.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20170912351054613331 	","                    	",2017/9/12 8:13,                    ,2017/9/12 8:13,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.11-收益发放 ,0.99,收入      ,交易成功    ,0,0,                    ,已收入      
"2017091121001004330206228250	","150_1_800413C9AB39BAE_59B5E56E	",2017/9/11 9:22,2017/9/11 9:22,2017/12/13 9:23,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,145.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170911348674444331 	","                    	",2017/9/11 5:23,                    ,2017/9/11 5:23,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.10-收益发放 ,0.99,收入      ,交易成功    ,0,0,                    ,已收入      
"20170910347340988331 	","                    	",2017/9/10 7:25,                    ,2017/9/10 7:25,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.09-收益发放 ,0.99,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090929020848330124536895	","                    	",2017/9/9 9:40,2017/9/9 9:40,2017/9/9 9:40,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2017年09月账单   ,10.8,        ,还款成功    ,0,0,                    ,资金转移     
"20170909345449059331 	","                    	",2017/9/9 6:58,                    ,2017/9/9 6:58,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.08-收益发放 ,0.99,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090821001004330294581682	","51504843170001215   	",2017/9/8 11:59,2017/9/8 11:59,2017/12/10 12:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,10.62,支出      ,交易成功    ,0,0,                    ,已支出      
"20170908343503174331 	","                    	",2017/9/8 6:55,                    ,2017/9/8 6:55,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.07-收益发放 ,1,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090721001004330292461816	","21504758370019899   	",2017/9/7 12:26,2017/9/7 12:26,2017/12/9 12:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,155,支出      ,交易成功    ,0,0,                    ,已支出      
"2017090721001004330292436795	","51504757523858963   	",2017/9/7 12:12,2017/9/7 12:12,2017/12/9 12:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,9.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170907341826450331 	","                    	",2017/9/7 6:40,                    ,2017/9/7 6:40,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.06-收益发放 ,1.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090621001004330290192823	","41504670861420454   	",2017/9/6 12:07,2017/9/6 12:07,2017/12/8 12:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,8.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20170906339804177331 	","                    	",2017/9/6 5:59,                    ,2017/9/6 5:59,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.05-收益发放 ,1.01,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090521001004330287954417	","51504584693595445   	",2017/9/5 12:11,2017/9/5 12:11,2017/12/7 12:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,10.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170905338269590331 	","                    	",2017/9/5 7:17,                    ,2017/9/5 7:17,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.04-收益发放 ,1.02,收入      ,交易成功    ,0,0,                    ,已收入      
"20170905310500101000330031149121	","20170905310500501000330018313755	",2017/9/5 2:07,2017/9/5 2:07,2017/9/5 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,13.5,        ,交易成功    ,0,0,                    ,资金转移     
"20170904200040011100960094785682	","20170904887439604641536083203309	",2017/9/4 14:22,2017/9/4 14:22,2017/9/4 14:22,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,13.5,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2017090421001004330285265266	","17090420100434860301	",2017/9/4 9:16,2017/9/4 9:16,2017/9/4 9:16,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,霖记桂林米粉外卖订单          ,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170904336366287331 	","                    	",2017/9/4 7:38,                    ,2017/9/4 7:38,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.03-收益发放 ,1.02,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090321001004330283414402	","M2017090372472468   	",2017/9/3 13:05,2017/9/3 13:05,2017/9/3 13:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017090321001004330283400077	","M2017090372409158   	",2017/9/3 12:54,2017/9/3 12:54,2017/9/3 12:54,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170903334340580331 	","                    	",2017/9/3 5:08,                    ,2017/9/3 5:08,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.02-收益发放 ,1.02,收入      ,交易成功    ,0,0,                    ,已收入      
"20170902200040011100330091389012	","                    	",2017/9/2 19:15,2017/9/2 19:15,2017/9/2 19:15,支付宝网站     ,即时到账交易          ,车仔东贸店           ,收款                  ,42,支出      ,交易成功    ,0,0,收款                  ,已支出      
"20170902332807920331 	","                    	",2017/9/2 6:21,                    ,2017/9/2 6:21,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.09.01-收益发放 ,1.05,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090121001004330278367066	","21504240589740691   	",2017/9/1 12:36,2017/9/1 12:36,2017/12/3 12:37,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,13.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017090121001004330278354660	","51504240435022102   	",2017/9/1 12:33,2017/9/1 12:33,2017/12/3 12:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,7.1,支出      ,交易成功    ,0,0,                    ,已支出      
"20170901200040011100330090185375	","                    	",2017/9/1 8:31,2017/9/1 8:31,2017/9/1 8:31,支付宝网站     ,即时到账交易          ,159******55     ,收款                  ,4,支出      ,交易成功    ,0,0,收款                  ,已支出      
"20170901330528884331 	","                    	",2017/9/1 6:43,                    ,2017/9/1 6:43,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.31-收益发放 ,1.04,收入      ,交易成功    ,0,0,                    ,已收入      
"2017090121001004330277575844	","20170901064246840033	",2017/9/1 6:43,2017/9/1 6:43,2017/12/3 6:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,50,支出      ,交易成功    ,0,0,                    ,已支出      
"2017083121001004330275926665	","61504153241953730   	",2017/8/31 12:20,2017/8/31 12:20,2017/12/2 12:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170831329378033331 	","                    	",2017/8/31 7:20,                    ,2017/8/31 7:20,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.30-收益发放 ,1.03,收入      ,交易成功    ,0,0,                    ,已收入      
"20170830200040011100330088664935	","                    	",2017/8/30 8:45,2017/8/30 8:45,2017/8/30 8:45,支付宝网站     ,即时到账交易          ,159******55     ,收款                  ,9,支出      ,交易成功    ,0,0,收款                  ,已支出      
"20170830327884537331 	","                    	",2017/8/30 8:03,                    ,2017/8/30 8:03,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.29-收益发放 ,0.94,收入      ,交易成功    ,0,0,                    ,已收入      
"2017082921001004330271182782	","399520033134201708294123043650	",2017/8/29 9:00,2017/8/29 9:00,2017/8/29 9:00,其他（包括阿里巴巴和外部商家）,即时到账交易          ,鑫海福美食中关村店       ,鑫海福美食-中关村店          ,5.6,支出      ,交易成功    ,0,0,                    ,已支出      
"20170829325390835331 	","                    	",2017/8/29 5:36,                    ,2017/8/29 5:36,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.28-收益发放 ,0.95,收入      ,交易成功    ,0,0,                    ,已收入      
"20170829310500101000330029443177	","20170829310500501000330017240197	",2017/8/29 2:07,2017/8/29 2:07,2017/8/29 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,888,        ,交易成功    ,0,0,                    ,资金转移     
"20170828200040011100420087432817	","20170828386309066402997984061405	",2017/8/28 13:00,2017/8/28 13:00,2017/8/28 13:00,支付宝网站     ,即时到账交易          ,菠菜              ,老婆七夕快乐              ,888,收入      ,交易成功    ,0,0,老婆七夕快乐              ,已收入      
"2017082821001004330269432631	","51503893849458810   	",2017/8/28 12:17,2017/8/28 12:17,2017/11/29 12:18,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170828324473566331 	","                    	",2017/8/28 9:54,                    ,2017/8/28 9:54,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.27-收益发放 ,0.95,收入      ,交易成功    ,0,0,                    ,已收入      
"20170827322681586331 	","                    	",2017/8/27 7:40,                    ,2017/8/27 7:40,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.26-收益发放 ,0.95,收入      ,交易成功    ,0,0,                    ,已收入      
"2017082621001004330264712885	","20170826082222475787	",2017/8/26 8:22,2017/8/26 8:22,2017/11/27 8:23,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,50,支出      ,交易成功    ,0,0,                    ,已支出      
"20170826321170503331 	","                    	",2017/8/26 8:02,                    ,2017/8/26 8:02,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.25-收益发放 ,0.95,收入      ,交易成功    ,0,0,                    ,已收入      
"2017082521001004330264318636	","150_1_800400A67800A77_59A02991	",2017/8/25 21:43,2017/8/25 21:43,2017/11/26 21:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,26.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2017082521001004330263158724	","41503635127308633   	",2017/8/25 12:25,2017/8/25 12:25,2017/11/26 12:26,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,11.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017082521001004330262571974	","TQP001330da4972e34333495698010540ba50abf5	",2017/8/25 7:21,2017/8/25 7:21,2017/8/25 7:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,徐祥              ,徐祥                  ,1.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017082521001004330262573865	","TQP001330ca468819b2f44756b79c5e30608d9a5e	",2017/8/25 7:20,2017/8/25 7:20,2017/8/25 7:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,徐祥              ,徐祥                  ,7.39,支出      ,交易成功    ,0,0,                    ,已支出      
"20170825318657508331 	","                    	",2017/8/25 4:31,                    ,2017/8/25 4:31,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.24-收益发放 ,0.28,收入      ,交易成功    ,0,0,                    ,已收入      
"20170824317198457331 	","                    	",2017/8/24 6:07,                    ,2017/8/24 6:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.23-收益发放 ,0.28,收入      ,交易成功    ,0,0,                    ,已收入      
"20170824310500101000330028210365	","20170824310500501000330016406765	",2017/8/24 2:07,2017/8/24 2:07,2017/8/24 2:07,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,100,        ,交易成功    ,0,0,                    ,资金转移     
"20170823310500100010330028158924	","LC2017082321584820886124709493300189	",2017/8/23 21:58,2017/8/23 21:58,2017/8/23 21:58,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,6500,        ,交易成功    ,0,0,                    ,资金转移     
"2017082321001004330512172942	","M2017082325225616   	",2017/8/23 21:54,2017/8/23 21:54,2017/8/23 21:54,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,412,支出      ,交易成功    ,0,0,                    ,已支出      
"20170823200040011100960086207436	","20170823162121594996685039726827	",2017/8/23 12:57,2017/8/23 12:58,2017/8/23 12:58,支付宝网站     ,即时到账交易          ,岩岩              ,转账                  ,100,收入      ,交易成功    ,0,0,转账                  ,已收入      
"2017082321001004330511012356	","41503462001258670   	",2017/8/23 12:20,2017/8/23 12:20,2017/11/24 12:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,8.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20170823315211651331 	","                    	",2017/8/23 6:28,                    ,2017/8/23 6:28,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.22-收益发放 ,0.29,收入      ,交易成功    ,0,0,                    ,已收入      
"2017082221001004330509211722	","M2017082218395125   	",2017/8/22 14:08,2017/8/22 14:08,2017/8/22 14:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,412,支出      ,交易成功    ,0,0,                    ,已支出      
"2017082221001004330508723011	","210_201708220882428801724839	",2017/8/22 10:27,2017/8/22 10:27,2017/11/23 10:28,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行科技有限公司      ,滴滴快车-郭世忠师傅          ,16.71,支出      ,交易成功    ,0,0,                    ,已支出      
"2017082221001004330508663149	","210_201708220557161001289886	",2017/8/22 9:32,2017/8/22 9:32,2017/11/23 9:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行科技有限公司      ,滴滴快车-张义师傅           ,6,支出      ,交易成功    ,0,0,                    ,已支出      
"2017082221001004330508645328	","210_201708220472421301977693	",2017/8/22 9:18,2017/8/22 9:18,2017/11/23 9:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行科技有限公司      ,滴滴快车-李建东师傅          ,13.7,支出      ,交易成功    ,0,0,                    ,已支出      
"20170822313879121331 	","                    	",2017/8/22 7:27,                    ,2017/8/22 7:27,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.21-收益发放 ,0.33,收入      ,交易成功    ,0,0,                    ,已收入      
"2017082121001004330507010879	","61503289096706907   	",2017/8/21 12:18,2017/8/21 12:18,2017/11/22 12:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,13.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20170821311638634331 	","                    	",2017/8/21 4:19,                    ,2017/8/21 4:19,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.20-收益发放 ,0.33,收入      ,交易成功    ,0,0,                    ,已收入      
"2017082021001004330505623608	","M2017082010330022   	",2017/8/20 17:41,2017/8/20 17:41,2017/8/20 17:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,28.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20170820310282272331 	","                    	",2017/8/20 6:15,                    ,2017/8/20 6:15,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.19-收益发放 ,0.33,收入      ,交易成功    ,0,0,                    ,已收入      
"20170819308931610331 	","                    	",2017/8/19 7:12,                    ,2017/8/19 7:12,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.18-收益发放 ,0.33,收入      ,交易成功    ,0,0,                    ,已收入      
"20170818306090715331 	","                    	",2017/8/18 7:53,                    ,2017/8/18 7:53,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.17-收益发放 ,0.33,收入      ,交易成功    ,0,0,                    ,已收入      
"20170817200040011100330080083409	","20170817800234434331370663867969	",2017/8/17 12:15,2017/8/17 12:16,2017/8/17 12:16,支付宝网站     ,即时到账交易          ,岩岩(张岩岩)         ,转账                  ,20,支出      ,交易成功    ,0,0,转账                  ,已支出      
"20170817200040011100330080105811	","150294330619741     	",2017/8/17 12:15,2017/8/17 12:15,2017/8/17 12:39,支付宝网站     ,即时到账交易          ,中国工商银行          ,提现-快速提现             ,500,        ,交易成功    ,0,0,                    ,资金转移     
"20170817310500200010330008333857	","LC2017081712135620886124709493301098	",2017/8/17 12:13,2017/8/17 12:13,2017/8/17 12:13,支付宝网站     ,即时到账交易          ,刘艳美             ,余额宝-转出到余额           ,500,        ,交易成功    ,0,0,                    ,资金转移     
"20170817305127004331 	","                    	",2017/8/17 5:30,                    ,2017/8/17 5:30,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.16-收益发放 ,0.37,收入      ,交易成功    ,0,0,                    ,已收入      
"2017081621001004330258957251	","20170816171030843435	",2017/8/16 17:10,2017/8/16 17:10,2017/11/17 17:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,100,支出      ,交易成功    ,0,0,                    ,已支出      
"20170816303415852331 	","                    	",2017/8/16 5:30,                    ,2017/8/16 5:30,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.15-收益发放 ,0.37,收入      ,交易成功    ,0,0,                    ,已收入      
"2017081521001004330256027674	","150_1_800400A45AE63C1_59925498	",2017/8/15 9:55,2017/8/15 9:55,2017/11/16 9:56,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,43.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2017081521001004330314827320	","150_1_800413C44B15625_5992297E	",2017/8/15 6:51,2017/8/15 6:51,2017/11/16 6:52,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京小桔科技有限公司      ,滴滴车费-车主             ,43.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170815301483267331 	","                    	",2017/8/15 4:11,                    ,2017/8/15 4:11,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.14-收益发放 ,0.38,收入      ,交易成功    ,0,0,                    ,已收入      
"20170814300697327331 	","                    	",2017/8/14 8:05,                    ,2017/8/14 8:05,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.13-收益发放 ,0.37,收入      ,交易成功    ,0,0,                    ,已收入      
"20170813398476547331 	","                    	",2017/8/13 4:56,                    ,2017/8/13 4:56,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.12-收益发放 ,0.37,收入      ,交易成功    ,0,0,                    ,已收入      
"20170812397218427331 	","                    	",2017/8/12 5:31,                    ,2017/8/12 5:31,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.11-收益发放 ,0.38,收入      ,交易成功    ,0,0,                    ,已收入      
"2017081121001004330249003376	","1210103020170811121421217P0000312017-08-112	",2017/8/11 12:14,2017/8/11 12:14,2017/11/12 12:15,其他（包括阿里巴巴和外部商家）,即时到账交易          ,权味(中关村食宝街店)     ,权味光耀东方店             ,22,支出      ,交易成功    ,0,0,                    ,已支出      
"20170811396189635331 	","                    	",2017/8/11 10:56,                    ,2017/8/11 10:56,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.10-收益发放 ,0.39,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080821001004330244197482_170808-497285009284078-t01	","170808-497285009284078	",2017/8/10 13:30,                    ,2017/8/10 13:30,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海寻梦信息技术有限公司    ,退款-拼多多-订单编号170808-497285009284078_6A9AD6F82,69.9,收入      ,退款成功    ,0,0,                    ,已收入      
"2017081021001004330247073768	","51502339082435608   	",2017/8/10 12:24,2017/8/10 12:24,2017/11/11 12:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,8.4,支出      ,交易成功    ,0,0,                    ,已支出      
"20170810394054501331 	","                    	",2017/8/10 6:55,                    ,2017/8/10 6:55,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.09-收益发放 ,0.38,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080921001001330246298509	","T200P44430912529558587	",2017/8/9 22:50,2017/8/9 22:50,2017/8/20 9:26,淘宝        ,支付宝担保交易         ,郑小环1990         ,婴儿宝宝纯棉春夏季松口网眼薄款0-1-3-5-7岁男女儿童新生儿袜子,11.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080921001001330246278872	","T200P44460790547558587	",2017/8/9 22:39,2017/8/9 22:39,2017/8/20 15:37,淘宝        ,支付宝担保交易         ,南极人梓鹏专卖店        ,南极人男士内裤男纯棉质平角裤大码青年卡通四角内裤男生可爱裤头,32.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080921001001330246163852	","T200P44447182720558587	",2017/8/9 22:04,2017/8/9 22:04,2017/8/20 10:24,淘宝        ,支付宝担保交易         ,美娜斯饰品旗舰店        ,发带韩国头饰发箍头箍宽边交叉发饰发卡洗脸发带简约发夹发卡,9.9,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080921001004330246157384	","170809-504041914244078	",2017/8/9 21:47,2017/8/9 21:47,2017/11/10 21:48,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海寻梦信息技术有限公司    ,拼多多-订单编号170809-504041914244078_6A9AD6F82,59,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080921001004330245420730	","6105807102951682    	",2017/8/9 15:32,2017/8/9 15:32,2017/11/10 15:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京快方科技有限公司      ,快方送药                ,42.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080929020848330119006242	","                    	",2017/8/9 9:47,2017/8/9 9:47,2017/8/9 9:47,支付宝网站     ,即时到账交易          ,花呗              ,自动还款-花呗2017年08月账单   ,5.26,        ,还款成功    ,0,0,                    ,资金转移     
"20170809392604951331 	","                    	",2017/8/9 8:15,                    ,2017/8/9 8:15,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.08-收益发放 ,0.4,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080821001004330244197482	","170808-497285009284078	",2017/8/8 21:25,2017/8/8 21:25,2017/8/10 13:30,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海寻梦信息技术有限公司    ,拼多多-订单编号170808-497285009284078_6A9AD6F82,69.9,支出      ,交易关闭    ,0,0,                    ,已支出      
"2017080821001004330243813987	","20170808181834241271	",2017/8/8 18:18,2017/8/8 18:18,2017/11/9 18:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,联动优势科技有限公司      ,北京一卡通充值             ,100,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080821001004330243235655	","2017080805220475784922	",2017/8/8 13:12,2017/8/8 13:12,2017/8/8 13:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京家乐福商业有限公司     ,北京中关村店（收银线）         ,9.92,支出      ,交易成功    ,0,0,                    ,已支出      
"2017080821001004330243124333	","41502166425469341   	",2017/8/8 12:27,2017/8/8 12:27,2017/11/9 12:28,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉煌时代餐厅(员工餐厅)    ,辉煌时代员工餐厅            ,9.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20170808390873186331 	","                    	",2017/8/8 8:55,                    ,2017/8/8 8:55,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.07-收益发放 ,0.42,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080721001004330241186048	","TQP0013306a9cc29b9cfd47a0b274f0781a617d15	",2017/8/7 12:20,2017/8/7 12:20,2017/8/7 12:21,其他（包括阿里巴巴和外部商家）,即时到账交易          ,张根平             ,张根平                 ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20170807388547544331 	","                    	",2017/8/7 5:28,                    ,2017/8/7 5:28,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.06-收益发放 ,0.43,收入      ,交易成功    ,0,0,                    ,已收入      
"20170806310500201010330007539470	","LC2017080616550520886124709493303558	",2017/8/6 16:55,2017/8/6 16:55,2017/8/6 17:18,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,21.86,        ,交易成功    ,0,0,                    ,资金转移     
"20170806387068265331 	","                    	",2017/8/6 5:09,                    ,2017/8/6 5:09,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.05-收益发放 ,0.43,收入      ,交易成功    ,0,0,                    ,已收入      
"20170805200040011100330072673876	","                    	",2017/8/5 17:01,2017/8/5 17:01,2017/8/5 17:01,支付宝网站     ,即时到账交易          ,幸福一家            ,收款                  ,23.5,支出      ,交易成功    ,0,0,收款                  ,已支出      
"20170805385716532331 	","                    	",2017/8/5 5:43,                    ,2017/8/5 5:43,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.04-收益发放 ,0.43,收入      ,交易成功    ,0,0,                    ,已收入      
"2017080421001004330235284405	","00087310z1G4Zrnz4vj9yH68sZLBRx	",2017/8/4 12:17,2017/8/4 12:17,2017/11/5 12:18,其他（包括阿里巴巴和外部商家）,即时到账交易          ,無介沙拉煎饼&米线(食宝街店) ,二维火智能点餐             ,14.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20170804383841080331 	","                    	",2017/8/4 4:56,                    ,2017/8/4 4:56,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2017.08.03-收益发放 ,0.43,收入      ,交易成功    ,0,0,                    ,已收入      
